epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,98241.8,1.3942,1.20178,1.2794,0.79331,0.72557,0.7626,0.50553,1.30367,1.03302,1.1739,0.00959904,0.00959904,0.00959904
131,99028.6,1.39552,1.20397,1.28036,0.80725,0.72239,0.76237,0.50563,1.3038,1.03341,1.17437,0.00959289,0.00959289,0.00959289
132,99955.8,1.38869,1.1944,1.27364,0.80705,0.72177,0.76232,0.50581,1.304,1.03234,1.17445,0.00958669,0.00958669,0.00958669
133,100582,1.39663,1.2087,1.27421,0.80748,0.72155,0.76227,0.50732,1.30385,1.03254,1.17428,0.00958044,0.00958044,0.00958044
134,101135,1.38799,1.20307,1.28204,0.80763,0.7209,0.76238,0.50727,1.30367,1.03204,1.17422,0.00957416,0.00957416,0.00957416
135,101858,1.38737,1.1901,1.27243,0.80743,0.72078,0.76229,0.50562,1.3028,1.0319,1.1738,0.00956782,0.00956782,0.00956782
136,102658,1.37473,1.18202,1.27234,0.80761,0.72078,0.76242,0.50543,1.3024,1.03173,1.17372,0.00956145,0.00956145,0.00956145
137,103339,1.38303,1.17716,1.2703,0.80723,0.72143,0.76284,0.50537,1.30248,1.03154,1.17394,0.00955502,0.00955502,0.00955502
138,104089,1.38376,1.18721,1.27931,0.80707,0.72248,0.76276,0.50582,1.30228,1.03125,1.17358,0.00954856,0.00954856,0.00954856
139,104809,1.39042,1.1881,1.27379,0.80589,0.72221,0.76277,0.5055,1.30277,1.0315,1.17359,0.00954205,0.00954205,0.00954205
140,105582,1.38027,1.18762,1.27169,0.80351,0.72524,0.76288,0.50554,1.30232,1.03241,1.17358,0.00953549,0.00953549,0.00953549
141,106608,1.38413,1.18881,1.27105,0.79746,0.72558,0.76277,0.50787,1.30267,1.03274,1.17373,0.00952889,0.00952889,0.00952889
142,107621,1.38762,1.19421,1.27194,0.79619,0.72541,0.76245,0.50775,1.30274,1.03211,1.17368,0.00952225,0.00952225,0.00952225
143,108558,1.38358,1.18953,1.26617,0.7963,0.72569,0.76248,0.5074,1.30264,1.03248,1.17387,0.00951556,0.00951556,0.00951556
144,109670,1.37382,1.17619,1.27127,0.79687,0.72633,0.76283,0.50821,1.30261,1.03175,1.17376,0.00950883,0.00950883,0.00950883
145,110030,1.3839,1.18561,1.26556,0.79616,0.72757,0.76266,0.50695,1.30268,1.0318,1.17372,0.00950206,0.00950206,0.00950206
146,110695,1.38824,1.18152,1.26997,0.79621,0.7277,0.7627,0.50812,1.30248,1.0312,1.1735,0.00949524,0.00949524,0.00949524
147,111442,1.3777,1.17802,1.26283,0.79643,0.72729,0.76283,0.5086,1.3022,1.03087,1.17326,0.00948837,0.00948837,0.00948837
148,112381,1.37578,1.17735,1.26602,0.79667,0.7271,0.76276,0.50853,1.30225,1.02997,1.1728,0.00948147,0.00948147,0.00948147
149,112923,1.37258,1.17723,1.26942,0.79599,0.72791,0.76289,0.50779,1.30203,1.02944,1.17267,0.00947452,0.00947452,0.00947452
150,113953,1.3749,1.17779,1.26869,0.79546,0.72821,0.76291,0.50937,1.3021,1.02903,1.17286,0.00946752,0.00946752,0.00946752
151,114770,1.37225,1.16621,1.25982,0.7944,0.72867,0.76295,0.51067,1.30199,1.02825,1.1729,0.00946048,0.00946048,0.00946048
152,115576,1.38306,1.17506,1.26107,0.79485,0.72879,0.76277,0.5104,1.30161,1.02761,1.17265,0.0094534,0.0094534,0.0094534
153,116566,1.37671,1.17625,1.26714,0.79396,0.72929,0.76351,0.50975,1.30215,1.02805,1.17313,0.00944628,0.00944628,0.00944628
154,117344,1.36925,1.16124,1.26277,0.79371,0.72992,0.76345,0.50972,1.30174,1.02843,1.1726,0.00943911,0.00943911,0.00943911
155,118126,1.36604,1.16337,1.26341,0.79228,0.73066,0.76286,0.50996,1.30208,1.02804,1.17276,0.00943189,0.00943189,0.00943189
156,118931,1.36491,1.17121,1.26717,0.79202,0.73095,0.76252,0.50964,1.30216,1.02867,1.17273,0.00942464,0.00942464,0.00942464
157,120470,1.38534,1.17692,1.26532,0.79096,0.73193,0.76237,0.50916,1.30249,1.02877,1.17292,0.00941734,0.00941734,0.00941734
158,121582,1.36718,1.15766,1.25951,0.79079,0.73228,0.76254,0.50808,1.30323,1.0285,1.17323,0.00941,0.00941,0.00941
159,122804,1.37604,1.16707,1.26884,0.79142,0.73193,0.76296,0.50743,1.30326,1.02824,1.17313,0.00940262,0.00940262,0.00940262
160,123860,1.35997,1.15843,1.26072,0.7905,0.73217,0.77025,0.5074,1.30278,1.02729,1.17279,0.00939519,0.00939519,0.00939519
161,124723,1.3686,1.14892,1.25202,0.79098,0.7327,0.77059,0.5079,1.30313,1.02745,1.17299,0.00938772,0.00938772,0.00938772
162,125710,1.3665,1.15238,1.25536,0.79115,0.73248,0.77036,0.50812,1.30303,1.02833,1.1728,0.0093802,0.0093802,0.0093802
163,126477,1.37561,1.16603,1.25886,0.79013,0.73244,0.77119,0.5094,1.30299,1.02806,1.17249,0.00937265,0.00937265,0.00937265
164,127423,1.36644,1.16201,1.25619,0.78277,0.73699,0.77105,0.50947,1.30298,1.02885,1.17237,0.00936505,0.00936505,0.00936505
165,128309,1.36084,1.15804,1.2626,0.79034,0.73812,0.77122,0.50889,1.30318,1.02745,1.17222,0.00935741,0.00935741,0.00935741
166,129478,1.36578,1.15471,1.25627,0.792,0.73816,0.77139,0.50893,1.30356,1.02706,1.17209,0.00934973,0.00934973,0.00934973
167,130354,1.36255,1.15548,1.25243,0.78933,0.73949,0.7715,0.50821,1.30315,1.0264,1.172,0.009342,0.009342,0.009342
168,131203,1.36559,1.15592,1.25048,0.78958,0.73924,0.77174,0.50834,1.30314,1.02534,1.17173,0.00933423,0.00933423,0.00933423
169,132340,1.36118,1.15352,1.25414,0.78977,0.73862,0.77171,0.50705,1.30368,1.025,1.17192,0.00932642,0.00932642,0.00932642
170,132961,1.35871,1.14643,1.24991,0.78959,0.73781,0.77216,0.50914,1.30354,1.02471,1.17192,0.00931857,0.00931857,0.00931857
171,133971,1.35637,1.14873,1.25116,0.79058,0.73843,0.77227,0.50604,1.30419,1.02391,1.1721,0.00931067,0.00931067,0.00931067
