epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,17306.9,1.57899,1.47862,1.35912,0.69353,0.66702,0.69989,0.42892,1.39253,1.23468,1.20642,0.0099666,0.0099666,0.0099666
39,17765.2,1.58522,1.48196,1.35601,0.74114,0.62318,0.68859,0.42299,1.406,1.29885,1.21669,0.00996477,0.00996477,0.00996477
40,18174,1.57349,1.4613,1.35218,0.72521,0.6479,0.69961,0.4193,1.41532,1.27542,1.21374,0.00996289,0.00996289,0.00996289
41,18514.5,1.5852,1.47901,1.36631,0.61299,0.67754,0.69399,0.42979,1.39225,1.25531,1.19567,0.00996097,0.00996097,0.00996097
42,18920.1,1.57284,1.45335,1.34259,0.77079,0.63377,0.70582,0.43257,1.39131,1.23431,1.19512,0.00995899,0.00995899,0.00995899
43,19212.3,1.5607,1.44881,1.34672,0.75656,0.64654,0.71683,0.4452,1.40234,1.25716,1.19847,0.00995697,0.00995697,0.00995697
44,19744.3,1.56666,1.44697,1.34768,0.6824,0.67895,0.72053,0.43581,1.39559,1.23719,1.19816,0.0099549,0.0099549,0.0099549
45,20105.6,1.57961,1.45218,1.34361,0.76982,0.66918,0.73778,0.45253,1.38804,1.20156,1.19357,0.00995278,0.00995278,0.00995278
46,20575.2,1.56754,1.45733,1.34024,0.75437,0.65272,0.71977,0.4455,1.39404,1.21588,1.19653,0.00995062,0.00995062,0.00995062
47,20981.5,1.56152,1.44579,1.34413,0.74313,0.65855,0.72812,0.44456,1.37801,1.21195,1.18611,0.0099484,0.0099484,0.0099484
48,21348.5,1.55139,1.42874,1.33895,0.77838,0.66021,0.71804,0.44344,1.37967,1.20687,1.18645,0.00994614,0.00994614,0.00994614
49,21740.3,1.55296,1.43879,1.34164,0.74924,0.66286,0.71991,0.45274,1.37566,1.20885,1.18897,0.00994383,0.00994383,0.00994383
50,22087.5,1.55376,1.42488,1.32582,0.71,0.6953,0.71962,0.44237,1.3743,1.22475,1.18677,0.00994147,0.00994147,0.00994147
51,22613.8,1.55041,1.42778,1.33609,0.75209,0.65936,0.71927,0.4506,1.38136,1.19117,1.18659,0.00993906,0.00993906,0.00993906
52,23028.5,1.55126,1.42203,1.33337,0.73178,0.69063,0.71904,0.45787,1.36143,1.1743,1.17156,0.0099366,0.0099366,0.0099366
53,23486.8,1.55261,1.42328,1.33513,0.7592,0.668,0.728,0.4557,1.35454,1.19512,1.17089,0.0099341,0.0099341,0.0099341
54,23900.1,1.5443,1.42173,1.32874,0.76668,0.64132,0.7385,0.45529,1.35809,1.18453,1.16865,0.00993154,0.00993154,0.00993154
55,24250.6,1.55358,1.43296,1.33509,0.70489,0.68891,0.74989,0.47002,1.36143,1.17624,1.17341,0.00992894,0.00992894,0.00992894
56,24609.6,1.54608,1.41688,1.32664,0.74711,0.66539,0.74993,0.46988,1.35952,1.16091,1.16719,0.00992629,0.00992629,0.00992629
57,25065.1,1.53985,1.41584,1.33656,0.74451,0.68253,0.73049,0.46301,1.35308,1.17058,1.16975,0.00992359,0.00992359,0.00992359
58,25480.6,1.54823,1.40735,1.32434,0.71718,0.69697,0.73727,0.46443,1.35787,1.16607,1.17227,0.00992085,0.00992085,0.00992085
59,25957.4,1.54436,1.4193,1.33674,0.76063,0.68604,0.74151,0.46613,1.35454,1.15227,1.16909,0.00991805,0.00991805,0.00991805
60,26333.1,1.54716,1.41289,1.33201,0.73905,0.68688,0.73745,0.46555,1.35058,1.14502,1.16883,0.00991521,0.00991521,0.00991521
61,26756.8,1.53564,1.39517,1.32258,0.80102,0.64909,0.73948,0.46952,1.34724,1.13895,1.16387,0.00991232,0.00991232,0.00991232
62,27089.5,1.52925,1.38907,1.32036,0.7728,0.68436,0.74101,0.47105,1.34364,1.12623,1.16442,0.00990938,0.00990938,0.00990938
63,27417.7,1.53347,1.40784,1.31381,0.78815,0.68513,0.74076,0.47396,1.34321,1.12975,1.16406,0.0099064,0.0099064,0.0099064
64,27697.2,1.53585,1.39972,1.3172,0.78792,0.68879,0.74698,0.48197,1.34307,1.12534,1.16359,0.00990336,0.00990336,0.00990336
65,28011.9,1.53438,1.39525,1.32147,0.77353,0.68373,0.75218,0.48271,1.34245,1.12795,1.16561,0.00990028,0.00990028,0.00990028
66,28495.6,1.53041,1.3951,1.31689,0.76371,0.70522,0.74728,0.48094,1.34075,1.13237,1.1641,0.00989715,0.00989715,0.00989715
67,28939,1.513,1.36886,1.30858,0.75304,0.69009,0.73865,0.47958,1.34235,1.12659,1.16227,0.00989398,0.00989398,0.00989398
68,29266.1,1.53377,1.3905,1.32316,0.76336,0.68417,0.74196,0.47758,1.34398,1.10918,1.16166,0.00989075,0.00989075,0.00989075
69,29673.1,1.53143,1.38133,1.31575,0.76951,0.67942,0.73942,0.47428,1.33937,1.12495,1.15772,0.00988748,0.00988748,0.00988748
70,29978.3,1.52758,1.39401,1.3142,0.76711,0.69043,0.74555,0.47769,1.33474,1.12503,1.15711,0.00988416,0.00988416,0.00988416
71,30326.5,1.52463,1.37693,1.31032,0.75283,0.69153,0.74931,0.48601,1.33111,1.11983,1.15537,0.00988079,0.00988079,0.00988079
72,30808.1,1.5313,1.38127,1.31018,0.79068,0.67094,0.74996,0.48394,1.33057,1.12421,1.15667,0.00987737,0.00987737,0.00987737
73,31258.8,1.52832,1.3772,1.31055,0.77091,0.69013,0.75275,0.48516,1.33274,1.11616,1.1574,0.00987391,0.00987391,0.00987391
74,31597.4,1.51827,1.36228,1.30108,0.78026,0.68768,0.75084,0.4819,1.33409,1.11456,1.15853,0.0098704,0.0098704,0.0098704
75,32120.5,1.50824,1.36977,1.3086,0.74836,0.69574,0.73816,0.47429,1.33091,1.11439,1.15654,0.00986684,0.00986684,0.00986684
76,32477.5,1.53057,1.38076,1.31544,0.75141,0.69074,0.73769,0.47425,1.3277,1.11419,1.15304,0.00986323,0.00986323,0.00986323
77,32935.8,1.52479,1.38348,1.31465,0.75611,0.69056,0.74028,0.47497,1.32796,1.10724,1.15443,0.00985958,0.00985958,0.00985958
78,33441.3,1.52152,1.36943,1.30365,0.75897,0.71943,0.74877,0.48084,1.32775,1.10806,1.15421,0.00985588,0.00985588,0.00985588
79,33898.3,1.51879,1.37627,1.30223,0.76403,0.71565,0.74965,0.47979,1.32715,1.1051,1.15367,0.00985213,0.00985213,0.00985213
80,34224,1.51004,1.37339,1.30587,0.76772,0.6946,0.74735,0.47412,1.32742,1.1012,1.15255,0.00984833,0.00984833,0.00984833
81,34699.6,1.50667,1.35964,1.29828,0.76203,0.69953,0.74738,0.47607,1.32572,1.09605,1.15065,0.00984449,0.00984449,0.00984449
82,34972.3,1.51378,1.35312,1.30261,0.7399,0.70998,0.74434,0.47913,1.32657,1.09442,1.15141,0.0098406,0.0098406,0.0098406
83,35422.9,1.50525,1.35864,1.3045,0.76863,0.67495,0.7383,0.48012,1.32483,1.0867,1.15097,0.00983666,0.00983666,0.00983666
84,36070.8,1.49552,1.35816,1.30343,0.75673,0.69595,0.74034,0.48036,1.32073,1.08353,1.14953,0.00983267,0.00983267,0.00983267
85,36423.9,1.50762,1.36928,1.30412,0.7508,0.70552,0.7422,0.48612,1.32135,1.08358,1.14933,0.00982864,0.00982864,0.00982864
86,36783.2,1.50477,1.35971,1.30332,0.76222,0.70257,0.74825,0.48648,1.32144,1.08492,1.14898,0.00982456,0.00982456,0.00982456
87,37215.5,1.50486,1.35459,1.30052,0.76737,0.70015,0.74848,0.48715,1.32189,1.0853,1.14994,0.00982043,0.00982043,0.00982043
88,37477.6,1.51484,1.35554,1.30489,0.77206,0.69719,0.74827,0.4878,1.32215,1.08594,1.15045,0.00981626,0.00981626,0.00981626
89,37871.1,1.49747,1.34914,1.29926,0.77367,0.6931,0.74754,0.48732,1.32167,1.08923,1.14953,0.00981204,0.00981204,0.00981204
90,38133.6,1.49776,1.35079,1.29895,0.7773,0.69261,0.7486,0.48918,1.32058,1.08598,1.14923,0.00980777,0.00980777,0.00980777
91,38588.2,1.49105,1.34032,1.29897,0.78139,0.69342,0.74951,0.49171,1.32064,1.08227,1.14806,0.00980345,0.00980345,0.00980345
92,38963.9,1.4978,1.34761,1.30568,0.76984,0.70006,0.74999,0.49244,1.3195,1.08146,1.1463,0.00979909,0.00979909,0.00979909
93,39444.7,1.49501,1.34307,1.30362,0.76907,0.70204,0.75034,0.49071,1.31819,1.07948,1.14531,0.00979468,0.00979468,0.00979468
94,39825.2,1.48713,1.33442,1.29586,0.77595,0.70099,0.75115,0.49196,1.31651,1.07602,1.14425,0.00979023,0.00979023,0.00979023
95,40239.5,1.49455,1.33314,1.29423,0.78439,0.70168,0.75247,0.49353,1.31535,1.07447,1.14417,0.00978572,0.00978572,0.00978572
96,40655.2,1.49087,1.32656,1.28526,0.78852,0.70605,0.75479,0.49244,1.31523,1.07275,1.14474,0.00978118,0.00978118,0.00978118
97,41060.4,1.4888,1.33817,1.29288,0.77804,0.7029,0.75227,0.49229,1.31462,1.07226,1.14364,0.00977658,0.00977658,0.00977658
98,41501.5,1.48976,1.34594,1.30209,0.7835,0.70064,0.75311,0.49491,1.31456,1.06996,1.14386,0.00977194,0.00977194,0.00977194
99,41973.9,1.48177,1.32695,1.29273,0.77889,0.70346,0.7535,0.49405,1.31348,1.06842,1.14273,0.00976725,0.00976725,0.00976725
100,42287.2,1.49395,1.33299,1.29741,0.78551,0.69889,0.75207,0.49358,1.31299,1.06799,1.14244,0.00976251,0.00976251,0.00976251
101,42743.5,1.49764,1.32859,1.2896,0.77185,0.70197,0.75201,0.49548,1.31338,1.06579,1.14231,0.00975773,0.00975773,0.00975773
102,43166.4,1.47773,1.32305,1.29094,0.77135,0.70503,0.75134,0.49606,1.31358,1.06508,1.1426,0.0097529,0.0097529,0.0097529
103,43463.3,1.50342,1.33537,1.29792,0.76945,0.70666,0.75211,0.49529,1.31367,1.06459,1.14281,0.00974803,0.00974803,0.00974803
104,43706.5,1.49316,1.33093,1.29062,0.78378,0.70865,0.75625,0.4978,1.31373,1.06456,1.14253,0.0097431,0.0097431,0.0097431
105,44128.9,1.48273,1.31894,1.28802,0.78281,0.70813,0.75578,0.49711,1.3142,1.06522,1.14278,0.00973814,0.00973814,0.00973814
106,44467.6,1.49235,1.32498,1.2874,0.74968,0.72543,0.75416,0.49573,1.31422,1.06562,1.14321,0.00973312,0.00973312,0.00973312
107,44872.4,1.48405,1.31951,1.28598,0.75217,0.71967,0.75463,0.49665,1.31438,1.06521,1.14284,0.00972806,0.00972806,0.00972806
108,45258,1.48964,1.31764,1.28862,0.76121,0.71116,0.75473,0.49675,1.31438,1.06464,1.14308,0.00972296,0.00972296,0.00972296
109,45582.4,1.47905,1.31441,1.28588,0.76146,0.71075,0.75463,0.49487,1.31373,1.06414,1.14318,0.0097178,0.0097178,0.0097178
110,45954,1.47806,1.3167,1.29251,0.76369,0.70939,0.75476,0.49418,1.31353,1.06392,1.14285,0.0097126,0.0097126,0.0097126
111,46354.3,1.47613,1.31723,1.28131,0.76854,0.70614,0.75453,0.49431,1.31203,1.06341,1.14235,0.00970736,0.00970736,0.00970736
112,46861,1.48418,1.31897,1.28707,0.77293,0.70431,0.75516,0.49542,1.31239,1.06176,1.14229,0.00970207,0.00970207,0.00970207
113,47121,1.47707,1.31548,1.2833,0.77323,0.70487,0.75528,0.49407,1.31181,1.06086,1.14222,0.00969673,0.00969673,0.00969673
114,47428.5,1.471,1.3029,1.27911,0.77297,0.70581,0.75568,0.49337,1.31086,1.05973,1.14157,0.00969135,0.00969135,0.00969135
115,47815.2,1.47975,1.31496,1.28363,0.76908,0.7096,0.75558,0.49461,1.31072,1.05926,1.14135,0.00968592,0.00968592,0.00968592
116,48226.3,1.48617,1.30682,1.27608,0.76755,0.71201,0.75575,0.4953,1.31048,1.05882,1.14155,0.00968045,0.00968045,0.00968045
117,48561.9,1.47623,1.30533,1.28083,0.76976,0.71229,0.75579,0.49635,1.30991,1.05825,1.14136,0.00967493,0.00967493,0.00967493
118,48871.6,1.47521,1.30671,1.27588,0.77177,0.71191,0.75597,0.49697,1.30879,1.05721,1.14077,0.00966936,0.00966936,0.00966936
119,49321.8,1.48346,1.31643,1.28318,0.76848,0.71619,0.75618,0.49554,1.30818,1.05712,1.14073,0.00966375,0.00966375,0.00966375
120,49647.1,1.47322,1.29756,1.27579,0.76979,0.71503,0.75658,0.49584,1.30877,1.05647,1.14136,0.0096581,0.0096581,0.0096581
121,50070.3,1.47034,1.29279,1.27806,0.77212,0.71083,0.75691,0.49406,1.30889,1.05605,1.14127,0.00965239,0.00965239,0.00965239
122,50627.6,1.4697,1.30221,1.28773,0.77212,0.71144,0.75725,0.49466,1.30902,1.05484,1.14126,0.00964665,0.00964665,0.00964665
123,50965.6,1.48622,1.31235,1.27569,0.76997,0.70716,0.75471,0.49442,1.30936,1.05369,1.14128,0.00964085,0.00964085,0.00964085
124,51532.5,1.46754,1.30283,1.28701,0.75992,0.71467,0.75414,0.4923,1.30874,1.05291,1.14093,0.00963502,0.00963502,0.00963502
