epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,9125.57,3.24199,3.18138,2.63423,0.69355,0.6801,0.70911,0.45842,2.78868,2.48565,2.31184,0.00957416,0.00957416,0.00957416
135,9194.15,3.24881,3.18142,2.62133,0.69518,0.67791,0.7097,0.45974,2.78745,2.48578,2.31145,0.00956782,0.00956782,0.00956782
136,9263.61,3.24323,3.18076,2.63723,0.69627,0.6777,0.7129,0.46033,2.78752,2.48453,2.31153,0.00956145,0.00956145,0.00956145
137,9332.34,3.22671,3.14157,2.62112,0.7015,0.68017,0.71387,0.46238,2.78564,2.4841,2.31058,0.00955502,0.00955502,0.00955502
138,9401.75,3.22068,3.14269,2.61521,0.69549,0.68002,0.71436,0.46265,2.78548,2.48105,2.31037,0.00954856,0.00954856,0.00954856
139,9466.95,3.25947,3.17502,2.62256,0.69635,0.68191,0.71396,0.46347,2.78579,2.48049,2.3101,0.00954205,0.00954205,0.00954205
140,9533.81,3.24401,3.1411,2.60426,0.6941,0.68381,0.71259,0.46181,2.78632,2.48006,2.30993,0.00953549,0.00953549,0.00953549
141,9600.83,3.23892,3.15829,2.61552,0.69655,0.67809,0.71483,0.46323,2.78613,2.47575,2.31034,0.00952889,0.00952889,0.00952889
142,9671.32,3.23409,3.17506,2.62548,0.70122,0.68063,0.71512,0.46327,2.78703,2.47485,2.3104,0.00952225,0.00952225,0.00952225
143,9737.42,3.23304,3.15011,2.63,0.6995,0.68112,0.71511,0.46318,2.78597,2.4764,2.30999,0.00951556,0.00951556,0.00951556
144,9806.24,3.24868,3.16073,2.60161,0.70025,0.68122,0.71518,0.46334,2.78731,2.47415,2.31105,0.00950883,0.00950883,0.00950883
145,9875.74,3.25153,3.17334,2.62415,0.69825,0.67928,0.71396,0.46267,2.7866,2.47584,2.31082,0.00950206,0.00950206,0.00950206
146,9942.44,3.23969,3.13527,2.61574,0.70331,0.67485,0.70556,0.458,2.78726,2.47377,2.31139,0.00949524,0.00949524,0.00949524
147,10008.5,3.21809,3.14368,2.62514,0.69348,0.68113,0.7053,0.45799,2.78664,2.47498,2.31165,0.00948837,0.00948837,0.00948837
148,10075.4,3.23496,3.12957,2.61366,0.69755,0.67813,0.70507,0.45789,2.7869,2.47445,2.31098,0.00948147,0.00948147,0.00948147
149,10143.4,3.21658,3.12923,2.61843,0.69892,0.67769,0.70534,0.45821,2.78792,2.47418,2.31117,0.00947452,0.00947452,0.00947452
150,10211.6,3.22342,3.12371,2.62183,0.7104,0.67232,0.70513,0.45837,2.78851,2.47191,2.31156,0.00946752,0.00946752,0.00946752
151,10278.6,3.24087,3.12888,2.60014,0.71024,0.67297,0.71338,0.46195,2.78862,2.4709,2.31088,0.00946048,0.00946048,0.00946048
152,10346.8,3.23408,3.12357,2.63053,0.71496,0.66815,0.71292,0.46124,2.78903,2.46884,2.31227,0.0094534,0.0094534,0.0094534
153,10414.3,3.24861,3.14041,2.61856,0.71796,0.66672,0.71286,0.4634,2.78842,2.46819,2.31125,0.00944628,0.00944628,0.00944628
154,10481.5,3.23847,3.13551,2.62029,0.71496,0.66154,0.71355,0.46236,2.78874,2.46619,2.31111,0.00943911,0.00943911,0.00943911
155,10550.8,3.24085,3.12918,2.60972,0.71568,0.65835,0.71384,0.46374,2.7871,2.46851,2.31013,0.00943189,0.00943189,0.00943189
156,10619.1,3.23902,3.14823,2.61724,0.71757,0.6657,0.71474,0.46538,2.78624,2.46507,2.31048,0.00942464,0.00942464,0.00942464
157,10684.9,3.25171,3.14851,2.61225,0.72271,0.66093,0.71507,0.46551,2.78646,2.46337,2.31082,0.00941734,0.00941734,0.00941734
158,10752.7,3.23568,3.12115,2.62229,0.72774,0.6582,0.71494,0.4656,2.78605,2.46386,2.31072,0.00941,0.00941,0.00941
159,10821.6,3.23645,3.10765,2.60534,0.736,0.65653,0.71551,0.46576,2.78635,2.4622,2.31092,0.00940262,0.00940262,0.00940262
160,10888.6,3.22613,3.1138,2.60504,0.73403,0.65755,0.71599,0.466,2.78646,2.45988,2.30977,0.00939519,0.00939519,0.00939519
161,10953.5,3.22262,3.09748,2.59221,0.7274,0.66271,0.71714,0.46656,2.78667,2.45911,2.3098,0.00938772,0.00938772,0.00938772
162,11021.6,3.2401,3.1207,2.60927,0.72689,0.66234,0.71729,0.46636,2.78565,2.45933,2.30916,0.0093802,0.0093802,0.0093802
163,11087,3.23878,3.14195,2.59877,0.72436,0.66456,0.71866,0.46691,2.78418,2.45889,2.30823,0.00937265,0.00937265,0.00937265
164,11154.4,3.21569,3.10891,2.59224,0.72372,0.66525,0.71911,0.4665,2.78433,2.45692,2.30839,0.00936505,0.00936505,0.00936505
165,11223.1,3.2144,3.11403,2.61144,0.72394,0.66647,0.71849,0.4672,2.78395,2.45482,2.30758,0.00935741,0.00935741,0.00935741
166,11290.8,3.23883,3.11377,2.59552,0.73458,0.66127,0.71985,0.46759,2.78437,2.45158,2.30733,0.00934973,0.00934973,0.00934973
167,11358.4,3.22046,3.10036,2.60013,0.73458,0.66272,0.71864,0.46789,2.78403,2.45011,2.30767,0.009342,0.009342,0.009342
168,11424,3.2013,3.09344,2.5997,0.73353,0.66288,0.71892,0.46799,2.7832,2.45099,2.30739,0.00933423,0.00933423,0.00933423
169,11490.2,3.21732,3.11297,2.59962,0.72169,0.67388,0.71965,0.46839,2.78227,2.45199,2.30696,0.00932642,0.00932642,0.00932642
170,11560,3.21605,3.09677,2.58983,0.71947,0.67558,0.71948,0.46728,2.78225,2.44989,2.30727,0.00931857,0.00931857,0.00931857
171,11628.6,3.22978,3.0973,2.58784,0.7162,0.67646,0.71981,0.46706,2.7833,2.45166,2.30737,0.00931067,0.00931067,0.00931067
172,11696.3,3.20989,3.08729,2.60239,0.71701,0.67536,0.72041,0.46707,2.78203,2.45085,2.30693,0.00930274,0.00930274,0.00930274
173,11762.7,3.2266,3.09555,2.59469,0.72083,0.67169,0.71913,0.46743,2.78098,2.45235,2.30638,0.00929476,0.00929476,0.00929476
174,11830.2,3.22997,3.09751,2.59563,0.72063,0.67293,0.71914,0.46726,2.78081,2.44922,2.30616,0.00928674,0.00928674,0.00928674
175,11897.7,3.20981,3.11251,2.61559,0.72334,0.67147,0.71945,0.46681,2.78113,2.44724,2.30725,0.00927867,0.00927867,0.00927867
176,11964.3,3.22125,3.10788,2.60219,0.72117,0.67523,0.72107,0.46712,2.77963,2.44886,2.30629,0.00927057,0.00927057,0.00927057
177,12034.2,3.20803,3.0784,2.60076,0.71947,0.66375,0.71963,0.46586,2.77938,2.44783,2.30633,0.00926242,0.00926242,0.00926242
178,12105.6,3.21855,3.10004,2.60231,0.71941,0.6715,0.71991,0.466,2.77805,2.44597,2.30546,0.00925423,0.00925423,0.00925423
