epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,7049.13,1.69183,1.69535,1.42162,0.59508,0.55176,0.54862,0.30217,1.59055,1.66363,1.348,0.00997947,0.00997947,0.00997947
31,7239.19,1.67699,1.67318,1.40493,0.70968,0.54441,0.62608,0.33511,1.57008,1.73569,1.32646,0.00997803,0.00997803,0.00997803
32,7506.36,1.68634,1.66998,1.41723,0.69518,0.49212,0.54335,0.29907,1.55699,1.63073,1.3087,0.00997654,0.00997654,0.00997654
33,7747.83,1.67249,1.65586,1.40761,0.5751,0.4629,0.55016,0.31404,1.58706,1.59641,1.33009,0.00997501,0.00997501,0.00997501
34,8052.25,1.68711,1.67016,1.40657,0.64481,0.52625,0.57579,0.34323,1.54982,1.59638,1.29763,0.00997342,0.00997342,0.00997342
35,8267.33,1.67733,1.65846,1.40024,0.64586,0.44623,0.49508,0.28049,1.57571,1.60678,1.3122,0.00997179,0.00997179,0.00997179
36,8446.45,1.68779,1.64865,1.39621,0.552,0.51312,0.551,0.31884,1.59628,1.63057,1.33889,0.00997011,0.00997011,0.00997011
37,8686.12,1.67219,1.65039,1.39512,0.65612,0.48474,0.58095,0.32517,1.55627,1.72255,1.31173,0.00996838,0.00996838,0.00996838
38,8913.4,1.67101,1.64192,1.39502,0.57876,0.51682,0.54801,0.30532,1.63423,1.80126,1.36421,0.0099666,0.0099666,0.0099666
39,9162.27,1.68179,1.649,1.40077,0.62701,0.56868,0.64614,0.38356,1.51934,1.52615,1.296,0.00996477,0.00996477,0.00996477
40,9461.24,1.67218,1.63746,1.39199,0.68053,0.52965,0.61622,0.35026,1.52877,1.53293,1.28654,0.00996289,0.00996289,0.00996289
41,9761.02,1.67246,1.63237,1.39136,0.65423,0.54408,0.58261,0.3162,1.55314,1.65436,1.30873,0.00996097,0.00996097,0.00996097
42,9946.91,1.65692,1.63343,1.39538,0.73728,0.51208,0.61831,0.34856,1.53361,1.5535,1.2906,0.00995899,0.00995899,0.00995899
43,10226,1.66366,1.63179,1.39923,0.63897,0.53905,0.59665,0.33154,1.54868,1.55416,1.28845,0.00995697,0.00995697,0.00995697
44,10468.4,1.65068,1.6075,1.37925,0.67599,0.46591,0.54416,0.31657,1.52773,1.5669,1.29685,0.0099549,0.0099549,0.0099549
45,10741.8,1.64725,1.61486,1.39077,0.55058,0.58195,0.59731,0.34137,1.5219,1.56369,1.29459,0.00995278,0.00995278,0.00995278
46,11039.8,1.64983,1.61647,1.38644,0.74169,0.51982,0.59477,0.3408,1.52425,1.50754,1.26889,0.00995062,0.00995062,0.00995062
47,11306.9,1.66204,1.61473,1.38437,0.73588,0.51359,0.59449,0.34979,1.53258,1.58348,1.28747,0.0099484,0.0099484,0.0099484
48,11528.2,1.64552,1.60134,1.37994,0.7311,0.45497,0.53217,0.31012,1.55585,1.5386,1.3118,0.00994614,0.00994614,0.00994614
49,11747.9,1.65827,1.60716,1.38071,0.74108,0.49505,0.61083,0.35618,1.52661,1.55099,1.28483,0.00994383,0.00994383,0.00994383
50,11940.3,1.6577,1.59052,1.37353,0.62426,0.49582,0.59892,0.34813,1.52842,1.55029,1.30337,0.00994147,0.00994147,0.00994147
51,12147.1,1.64906,1.59231,1.37292,0.66577,0.52922,0.60679,0.34721,1.50326,1.49446,1.27329,0.00993906,0.00993906,0.00993906
52,12301.3,1.66088,1.59768,1.37146,0.56813,0.56791,0.57617,0.31814,1.54615,1.59987,1.30638,0.0099366,0.0099366,0.0099366
53,12522.5,1.64477,1.59629,1.38033,0.63345,0.55243,0.59638,0.34518,1.54253,1.53549,1.30013,0.0099341,0.0099341,0.0099341
54,12748.7,1.64685,1.5971,1.37881,0.63169,0.54868,0.6312,0.36817,1.49185,1.43679,1.25217,0.00993154,0.00993154,0.00993154
55,12959,1.64782,1.59274,1.37205,0.63611,0.5314,0.55986,0.34297,1.53737,1.57853,1.30514,0.00992894,0.00992894,0.00992894
56,13170.1,1.64987,1.58692,1.37124,0.56072,0.49204,0.54982,0.32209,1.5141,1.51599,1.27908,0.00992629,0.00992629,0.00992629
57,13425.5,1.63285,1.58587,1.37667,0.62329,0.59949,0.63127,0.3743,1.5139,1.45755,1.27093,0.00992359,0.00992359,0.00992359
58,13619.7,1.63796,1.5794,1.36785,0.6773,0.53226,0.61096,0.36354,1.5259,1.52398,1.27953,0.00992085,0.00992085,0.00992085
59,13880.1,1.63353,1.57765,1.37519,0.54476,0.50279,0.54187,0.30815,1.59533,1.71748,1.36017,0.00991805,0.00991805,0.00991805
